run_id,benchmark,kernel,group,arm,model,class,repeat,dp_alone_trials,dp_alone_outcomes,dp_alone_parallel,dp_alone_speedup_vs_seq,agent_outcome,agent_speedup_vs_seq,agent_vs_dp_alone,timing_comparable,rewrites_kept,llm_calls,verdict
e1c_r_3,tsvc/s254,s254,,bare_llm,claude-haiku-4-5-20251001,R,1,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,3.436,3.436,True,,1,gained
e1c_r_3,tsvc/s254,s254,,bare_llm,claude-haiku-4-5-20251001,R,2,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,3.351,3.351,True,,1,gained
e1c_r_3,tsvc/s254,s254,,bare_llm,claude-haiku-4-5-20251001,R,3,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,3.672,3.672,True,,1,gained
e1c_r_3,tsvc/s254,s254,,bare_llm,claude-haiku-4-5-20251001,R,4,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,3.561,3.561,True,,1,gained
e1c_r_3,tsvc/s254,s254,,bare_llm,claude-haiku-4-5-20251001,R,5,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,VERIFY_FAILED,,,False,,1,invalid
e1c_r_3,tsvc/s254,s254,,default,claude-haiku-4-5-20251001,R,1,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,3.337,3.337,True,1,1,gained
e1c_r_3,tsvc/s254,s254,,default,claude-haiku-4-5-20251001,R,2,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,3.444,3.444,True,1,1,gained
e1c_r_3,tsvc/s254,s254,,default,claude-haiku-4-5-20251001,R,3,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,3.487,3.487,True,1,1,gained
e1c_r_3,tsvc/s254,s254,,default,claude-haiku-4-5-20251001,R,4,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,3.414,3.414,True,1,1,gained
e1c_r_3,tsvc/s254,s254,,default,claude-haiku-4-5-20251001,R,5,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,3.54,3.54,True,1,1,gained
e1c_r_3,tsvc/s255,s255,,bare_llm,claude-haiku-4-5-20251001,R,1,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,1.584,1.584,True,,1,gained
e1c_r_3,tsvc/s255,s255,,bare_llm,claude-haiku-4-5-20251001,R,2,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,2.639,2.639,True,,1,gained
e1c_r_3,tsvc/s255,s255,,bare_llm,claude-haiku-4-5-20251001,R,3,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,3.353,3.353,True,,1,gained
e1c_r_3,tsvc/s255,s255,,bare_llm,claude-haiku-4-5-20251001,R,4,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,2.518,2.518,True,,1,gained
e1c_r_3,tsvc/s255,s255,,bare_llm,claude-haiku-4-5-20251001,R,5,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,VERIFY_FAILED,,,False,,1,invalid
